tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-124E:LP-DIR-T7	M5-124E:LP-DIR-T	M5-124E	334.1	31.1	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	326	u	1	2.730e+02			pmagpy-4.1.5	 1.740e-09
M5-124E:LP-DIR-T8	M5-124E:LP-DIR-T	M5-124E	319.3	18	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	327	u	1	2.730e+02			pmagpy-4.1.5	 1.460e-09
M5-124E:LP-DIR-T9	M5-124E:LP-DIR-T	M5-124E	332.9	15.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	328	u	1	2.730e+02			pmagpy-4.1.5	 7.080e-10
M5-124E:LP-DIR-T10	M5-124E:LP-DIR-T	M5-124E	291.5	2.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	329	u	1	2.730e+02			pmagpy-4.1.5	 1.370e-09
M5-125D:LP-DIR-T0	M5-125D:LP-DIR-T	M5-125D	325.6	41.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	330	u	1	2.730e+02			pmagpy-4.1.5	 6.160e-09
M5-125D:LP-DIR-T1	M5-125D:LP-DIR-T	M5-125D	321.5	50.1	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	331	u	1	2.730e+02			pmagpy-4.1.5	 5.460e-09
M5-125D:LP-DIR-T2	M5-125D:LP-DIR-T	M5-125D	329.3	49.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	332	u	1	2.730e+02			pmagpy-4.1.5	 3.760e-09
M5-125D:LP-DIR-T3	M5-125D:LP-DIR-T	M5-125D	327.9	50.2	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	333	u	1	2.730e+02			pmagpy-4.1.5	 2.790e-09
M5-125D:LP-DIR-T4	M5-125D:LP-DIR-T	M5-125D	328.5	43.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	334	u	1	2.730e+02			pmagpy-4.1.5	 2.390e-09
M5-125D:LP-DIR-T5	M5-125D:LP-DIR-T	M5-125D	316.3	51	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	335	u	1	2.730e+02			pmagpy-4.1.5	 1.430e-09
M5-125D:LP-DIR-T6	M5-125D:LP-DIR-T	M5-125D	326.3	42.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	336	u	1	2.730e+02			pmagpy-4.1.5	 1.210e-09
M5-125D:LP-DIR-T7	M5-125D:LP-DIR-T	M5-125D	306.4	42.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	337	u	1	2.730e+02			pmagpy-4.1.5	 9.770e-10
M5-125D:LP-DIR-T8	M5-125D:LP-DIR-T	M5-125D	317	38.7	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	338	u	1	2.730e+02			pmagpy-4.1.5	 8.890e-10
M5-125D:LP-DIR-T9	M5-125D:LP-DIR-T	M5-125D	314.7	27.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	339	u	1	2.730e+02			pmagpy-4.1.5	 6.220e-10
M5-125D:LP-DIR-T10	M5-125D:LP-DIR-T	M5-125D	264	27.3	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	340	u	1	2.730e+02			pmagpy-4.1.5	 2.370e-10
M5-125E:LP-DIR-T0	M5-125E:LP-DIR-T	M5-125E	354.8	29.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	341	u	1	2.730e+02			pmagpy-4.1.5	 2.930e-08
M5-125E:LP-DIR-T1	M5-125E:LP-DIR-T	M5-125E	357.5	35.4	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	342	u	1	2.730e+02			pmagpy-4.1.5	 2.120e-08
M5-125E:LP-DIR-T2	M5-125E:LP-DIR-T	M5-125E	358.8	36.6	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	343	u	1	2.730e+02			pmagpy-4.1.5	 1.270e-08
M5-125E:LP-DIR-T3	M5-125E:LP-DIR-T	M5-125E	359.2	38.2	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	344	u	1	2.730e+02			pmagpy-4.1.5	 8.420e-09
M5-125E:LP-DIR-T4	M5-125E:LP-DIR-T	M5-125E	358.1	35.6	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	345	u	1	2.730e+02			pmagpy-4.1.5	 6.070e-09
M5-125E:LP-DIR-T5	M5-125E:LP-DIR-T	M5-125E	355.9	32.2	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	346	u	1	2.730e+02			pmagpy-4.1.5	 4.080e-09
M5-125E:LP-DIR-T6	M5-125E:LP-DIR-T	M5-125E	3.2	28.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	347	u	1	2.730e+02			pmagpy-4.1.5	 2.590e-09
M5-125E:LP-DIR-T7	M5-125E:LP-DIR-T	M5-125E	353.7	29.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	348	u	1	2.730e+02			pmagpy-4.1.5	 2.210e-09
M5-125E:LP-DIR-T8	M5-125E:LP-DIR-T	M5-125E	321.5	30.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	349	u	1	2.730e+02			pmagpy-4.1.5	 1.400e-09
M5-125E:LP-DIR-T9	M5-125E:LP-DIR-T	M5-125E	330.1	27.4	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	350	u	1	2.730e+02			pmagpy-4.1.5	 1.740e-09
M5-125E:LP-DIR-T10	M5-125E:LP-DIR-T	M5-125E	359.9	33	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	351	u	1	2.730e+02			pmagpy-4.1.5	 1.170e-09
M5-126D:LP-DIR-T0	M5-126D:LP-DIR-T	M5-126D	342.1	28.1	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	352	u	1	2.730e+02			pmagpy-4.1.5	 2.290e-08
M5-126D:LP-DIR-T1	M5-126D:LP-DIR-T	M5-126D	347	32.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	353	u	1	2.730e+02			pmagpy-4.1.5	 1.030e-08
M5-126D:LP-DIR-T2	M5-126D:LP-DIR-T	M5-126D	341.9	40.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	354	u	1	2.730e+02			pmagpy-4.1.5	 3.420e-09
M5-126D:LP-DIR-T3	M5-126D:LP-DIR-T	M5-126D	345.1	41.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	355	u	1	2.730e+02			pmagpy-4.1.5	 1.940e-09
M5-126D:LP-DIR-T4	M5-126D:LP-DIR-T	M5-126D	338.8	41.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	356	u	1	2.730e+02			pmagpy-4.1.5	 1.200e-09
M5-126D:LP-DIR-T5	M5-126D:LP-DIR-T	M5-126D	312.8	46.3	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	357	u	1	2.730e+02			pmagpy-4.1.5	 7.750e-10
M5-126D:LP-DIR-T6	M5-126D:LP-DIR-T	M5-126D	314	45.2	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	358	u	1	2.730e+02			pmagpy-4.1.5	 5.110e-10
M5-126D:LP-DIR-T7	M5-126D:LP-DIR-T	M5-126D	331.9	51.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	359	u	1	2.730e+02			pmagpy-4.1.5	 3.650e-10
M5-126D:LP-DIR-T8	M5-126D:LP-DIR-T	M5-126D	308.3	14.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	360	u	1	2.730e+02			pmagpy-4.1.5	 4.420e-10
M5-126D:LP-DIR-T9	M5-126D:LP-DIR-T	M5-126D	297.9	43.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	361	u	1	2.730e+02			pmagpy-4.1.5	 2.990e-10
M5-126D:LP-DIR-T10	M5-126D:LP-DIR-T	M5-126D	42.6	74.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	362	u	1	2.730e+02			pmagpy-4.1.5	 2.350e-10
M5-126E:LP-DIR-T0	M5-126E:LP-DIR-T	M5-126E	336.1	73.1	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	363	u	1	2.730e+02			pmagpy-4.1.5	 1.010e-07
M5-126E:LP-DIR-T1	M5-126E:LP-DIR-T	M5-126E	356.4	45.6	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	364	u	1	2.730e+02			pmagpy-4.1.5	 7.210e-08
M5-126E:LP-DIR-T2	M5-126E:LP-DIR-T	M5-126E	0.9	43.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	365	u	1	2.730e+02			pmagpy-4.1.5	 2.600e-08
M5-126E:LP-DIR-T3	M5-126E:LP-DIR-T	M5-126E	1.7	43.5	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	366	u	1	2.730e+02			pmagpy-4.1.5	 1.350e-08
M5-126E:LP-DIR-T4	M5-126E:LP-DIR-T	M5-126E	0.3	40.6	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	367	u	1	2.730e+02			pmagpy-4.1.5	 8.290e-09
M5-126E:LP-DIR-T5	M5-126E:LP-DIR-T	M5-126E	2.8	32.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	368	u	1	2.730e+02			pmagpy-4.1.5	 4.930e-09
M5-126E:LP-DIR-T6	M5-126E:LP-DIR-T	M5-126E	0.9	38.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	369	u	1	2.730e+02			pmagpy-4.1.5	 3.490e-09
M5-126E:LP-DIR-T7	M5-126E:LP-DIR-T	M5-126E	345.9	44.1	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	370	u	1	2.730e+02			pmagpy-4.1.5	 2.680e-09
M5-126E:LP-DIR-T8	M5-126E:LP-DIR-T	M5-126E	344.6	45.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	371	u	1	2.730e+02			pmagpy-4.1.5	 2.390e-09
M5-126E:LP-DIR-T9	M5-126E:LP-DIR-T	M5-126E	358.7	21.7	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	372	u	1	2.730e+02			pmagpy-4.1.5	 1.570e-09
M5-126E:LP-DIR-T10	M5-126E:LP-DIR-T	M5-126E	0.4	50.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	373	u	1	2.730e+02			pmagpy-4.1.5	 1.400e-09
M5-127D:LP-DIR-T0	M5-127D:LP-DIR-T	M5-127D	326.3	86.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	374	u	1	2.730e+02			pmagpy-4.1.5	 2.740e-08
M5-127D:LP-DIR-T1	M5-127D:LP-DIR-T	M5-127D	231.1	82.7	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	375	u	1	2.730e+02			pmagpy-4.1.5	 1.280e-08
M5-127D:LP-DIR-T2	M5-127D:LP-DIR-T	M5-127D	236.7	78.1	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	376	u	1	2.730e+02			pmagpy-4.1.5	 4.700e-09
M5-127D:LP-DIR-T3	M5-127D:LP-DIR-T	M5-127D	286.5	70.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	377	u	1	2.730e+02			pmagpy-4.1.5	 2.640e-09
M5-127D:LP-DIR-T4	M5-127D:LP-DIR-T	M5-127D	317.9	65.5	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	378	u	1	2.730e+02			pmagpy-4.1.5	 1.770e-09
M5-127D:LP-DIR-T5	M5-127D:LP-DIR-T	M5-127D	335.9	45	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	379	u	1	2.730e+02			pmagpy-4.1.5	 1.280e-09
M5-127D:LP-DIR-T6	M5-127D:LP-DIR-T	M5-127D	289.9	55.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	380	u	1	2.730e+02			pmagpy-4.1.5	 7.620e-10
M5-127D:LP-DIR-T7	M5-127D:LP-DIR-T	M5-127D	322.4	49	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	381	u	1	2.730e+02			pmagpy-4.1.5	 6.780e-10
M5-127D:LP-DIR-T8	M5-127D:LP-DIR-T	M5-127D	318.8	39.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	382	u	1	2.730e+02			pmagpy-4.1.5	 7.760e-10
M5-127D:LP-DIR-T9	M5-127D:LP-DIR-T	M5-127D	333.3	52.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	383	u	1	2.730e+02			pmagpy-4.1.5	 6.290e-10
M5-127D:LP-DIR-T10	M5-127D:LP-DIR-T	M5-127D	23.6	70	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	384	u	1	2.730e+02			pmagpy-4.1.5	 4.200e-10
M5-127E:LP-DIR-T0	M5-127E:LP-DIR-T	M5-127E	348.4	69.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	385	u	1	2.730e+02			pmagpy-4.1.5	 3.140e-08
M5-127E:LP-DIR-T1	M5-127E:LP-DIR-T	M5-127E	351.1	73.4	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	386	u	1	2.730e+02			pmagpy-4.1.5	 2.010e-08
M5-127E:LP-DIR-T2	M5-127E:LP-DIR-T	M5-127E	358.7	49.1	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	387	u	1	2.730e+02			pmagpy-4.1.5	 8.730e-09
M5-127E:LP-DIR-T3	M5-127E:LP-DIR-T	M5-127E	16.1	53.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	388	u	1	2.730e+02			pmagpy-4.1.5	 5.980e-09
M5-127E:LP-DIR-T4	M5-127E:LP-DIR-T	M5-127E	10.3	43.6	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	389	u	1	2.730e+02			pmagpy-4.1.5	 4.680e-09
M5-127E:LP-DIR-T5	M5-127E:LP-DIR-T	M5-127E	9	32.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	390	u	1	2.730e+02			pmagpy-4.1.5	 2.960e-09
M5-127E:LP-DIR-T6	M5-127E:LP-DIR-T	M5-127E	23.7	31.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	391	u	1	2.730e+02			pmagpy-4.1.5	 2.580e-09
M5-127E:LP-DIR-T7	M5-127E:LP-DIR-T	M5-127E	350.1	22.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	392	u	1	2.730e+02			pmagpy-4.1.5	 1.970e-09
M5-127E:LP-DIR-T8	M5-127E:LP-DIR-T	M5-127E	359.6	24.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	393	u	1	2.730e+02			pmagpy-4.1.5	 1.800e-09
M5-127E:LP-DIR-T9	M5-127E:LP-DIR-T	M5-127E	4.7	20.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	394	u	1	2.730e+02			pmagpy-4.1.5	 1.370e-09
M5-127E:LP-DIR-T10	M5-127E:LP-DIR-T	M5-127E	14.8	19.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	395	u	1	2.730e+02			pmagpy-4.1.5	 1.170e-09
M5-128E:LP-DIR-T0	M5-128E:LP-DIR-T	M5-128E	178	31.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	396	u	1	2.730e+02			pmagpy-4.1.5	 5.720e-08
M5-128E:LP-DIR-T1	M5-128E:LP-DIR-T	M5-128E	177.5	46.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	397	u	1	2.730e+02			pmagpy-4.1.5	 2.540e-08
M5-128E:LP-DIR-T2	M5-128E:LP-DIR-T	M5-128E	123.5	81.6	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	398	u	1	2.730e+02			pmagpy-4.1.5	 8.110e-09
M5-128E:LP-DIR-T3	M5-128E:LP-DIR-T	M5-128E	17.8	69.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	399	u	1	2.730e+02			pmagpy-4.1.5	 5.420e-09
M5-128E:LP-DIR-T4	M5-128E:LP-DIR-T	M5-128E	13.6	59.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	400	u	1	2.730e+02			pmagpy-4.1.5	 3.900e-09
M5-128E:LP-DIR-T5	M5-128E:LP-DIR-T	M5-128E	359.5	51.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	401	u	1	2.730e+02			pmagpy-4.1.5	 2.820e-09
M5-128E:LP-DIR-T6	M5-128E:LP-DIR-T	M5-128E	12	42.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	402	u	1	2.730e+02			pmagpy-4.1.5	 2.060e-09
M5-128E:LP-DIR-T7	M5-128E:LP-DIR-T	M5-128E	6.9	39.2	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	403	u	1	2.730e+02			pmagpy-4.1.5	 2.010e-09
M5-128E:LP-DIR-T8	M5-128E:LP-DIR-T	M5-128E	338.5	29.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	404	u	1	2.730e+02			pmagpy-4.1.5	 1.910e-09
M5-128E:LP-DIR-T9	M5-128E:LP-DIR-T	M5-128E	3.5	16.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	405	u	1	2.730e+02			pmagpy-4.1.5	 1.630e-09
M5-128E:LP-DIR-T10	M5-128E:LP-DIR-T	M5-128E	319	33.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	406	u	1	2.730e+02			pmagpy-4.1.5	 9.390e-10
M5-129D:LP-DIR-T0	M5-129D:LP-DIR-T	M5-129D	313	58.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	407	u	1	2.730e+02			pmagpy-4.1.5	 7.960e-09
M5-129D:LP-DIR-T1	M5-129D:LP-DIR-T	M5-129D	321.4	53.8	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	408	u	1	2.730e+02			pmagpy-4.1.5	 6.630e-09
M5-129D:LP-DIR-T2	M5-129D:LP-DIR-T	M5-129D	323.1	51.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	409	u	1	2.730e+02			pmagpy-4.1.5	 4.490e-09
M5-129D:LP-DIR-T3	M5-129D:LP-DIR-T	M5-129D	318.8	52.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	410	u	1	2.730e+02			pmagpy-4.1.5	 2.960e-09
M5-129D:LP-DIR-T4	M5-129D:LP-DIR-T	M5-129D	324.9	46.7	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	411	u	1	2.730e+02			pmagpy-4.1.5	 2.220e-09
M5-129D:LP-DIR-T5	M5-129D:LP-DIR-T	M5-129D	332.1	40.2	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	412	u	1	2.730e+02			pmagpy-4.1.5	 1.450e-09
M5-129D:LP-DIR-T6	M5-129D:LP-DIR-T	M5-129D	345.3	44.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	413	u	1	2.730e+02			pmagpy-4.1.5	 1.240e-09
M5-129D:LP-DIR-T7	M5-129D:LP-DIR-T	M5-129D	352.8	38.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	414	u	1	2.730e+02			pmagpy-4.1.5	 8.160e-10
M5-129D:LP-DIR-T8	M5-129D:LP-DIR-T	M5-129D	18.2	26.2	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	415	u	1	2.730e+02			pmagpy-4.1.5	 6.440e-10
M5-129D:LP-DIR-T9	M5-129D:LP-DIR-T	M5-129D	7.4	54.7	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	416	u	1	2.730e+02			pmagpy-4.1.5	 6.270e-10
M5-129D:LP-DIR-T10	M5-129D:LP-DIR-T	M5-129D	309.2	45.5	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	417	u	1	2.730e+02			pmagpy-4.1.5	 4.840e-10
M5-129E:LP-DIR-T0	M5-129E:LP-DIR-T	M5-129E	355.1	48.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	418	u	1	2.730e+02			pmagpy-4.1.5	 1.280e-08
M5-129E:LP-DIR-T1	M5-129E:LP-DIR-T	M5-129E	356.2	43.7	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	419	u	1	2.730e+02			pmagpy-4.1.5	 1.120e-08
M5-129E:LP-DIR-T2	M5-129E:LP-DIR-T	M5-129E	357.6	43.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	420	u	1	2.730e+02			pmagpy-4.1.5	 7.350e-09
M5-129E:LP-DIR-T3	M5-129E:LP-DIR-T	M5-129E	357.4	42	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	421	u	1	2.730e+02			pmagpy-4.1.5	 5.200e-09
M5-129E:LP-DIR-T4	M5-129E:LP-DIR-T	M5-129E	356.3	37	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	422	u	1	2.730e+02			pmagpy-4.1.5	 3.490e-09
M5-129E:LP-DIR-T5	M5-129E:LP-DIR-T	M5-129E	4.6	32.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	423	u	1	2.730e+02			pmagpy-4.1.5	 2.580e-09
M5-129E:LP-DIR-T6	M5-129E:LP-DIR-T	M5-129E	352.2	41.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	424	u	1	2.730e+02			pmagpy-4.1.5	 1.680e-09
M5-129E:LP-DIR-T7	M5-129E:LP-DIR-T	M5-129E	346.5	24.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	425	u	1	2.730e+02			pmagpy-4.1.5	 1.340e-09
M5-129E:LP-DIR-T8	M5-129E:LP-DIR-T	M5-129E	355.4	22.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	426	u	1	2.730e+02			pmagpy-4.1.5	 9.740e-10
M5-129E:LP-DIR-T9	M5-129E:LP-DIR-T	M5-129E	353.9	26	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	427	u	1	2.730e+02			pmagpy-4.1.5	 7.570e-10
M5-129E:LP-DIR-T10	M5-129E:LP-DIR-T	M5-129E	333.7	16.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	428	u	1	2.730e+02			pmagpy-4.1.5	 1.010e-09
M5-130D:LP-DIR-T0	M5-130D:LP-DIR-T	M5-130D	302.3	58.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	429	u	1	2.730e+02			pmagpy-4.1.5	 4.980e-09
M5-130D:LP-DIR-T1	M5-130D:LP-DIR-T	M5-130D	309.5	55.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	430	u	1	2.730e+02			pmagpy-4.1.5	 4.180e-09
M5-130D:LP-DIR-T2	M5-130D:LP-DIR-T	M5-130D	312	55.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	431	u	1	2.730e+02			pmagpy-4.1.5	 2.880e-09
M5-130D:LP-DIR-T3	M5-130D:LP-DIR-T	M5-130D	315.6	52.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	432	u	1	2.730e+02			pmagpy-4.1.5	 2.100e-09
M5-130D:LP-DIR-T4	M5-130D:LP-DIR-T	M5-130D	299.4	56.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	433	u	1	2.730e+02			pmagpy-4.1.5	 1.720e-09
M5-130D:LP-DIR-T5	M5-130D:LP-DIR-T	M5-130D	326.6	52.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	434	u	1	2.730e+02			pmagpy-4.1.5	 7.640e-10
