tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-114E:LP-DIR-T9	M5-114E:LP-DIR-T	M5-114E	242	22.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	108	u	1	2.730e+02			pmagpy-4.1.5	 4.430e-10
M5-114E:LP-DIR-T10	M5-114E:LP-DIR-T	M5-114E	300.2	-28.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	109	u	1	2.730e+02			pmagpy-4.1.5	 4.220e-10
M5-115D:LP-DIR-T0	M5-115D:LP-DIR-T	M5-115D	314.7	48.3	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	110	u	1	2.730e+02			pmagpy-4.1.5	 1.050e-08
M5-115D:LP-DIR-T1	M5-115D:LP-DIR-T	M5-115D	315.8	46	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	111	u	1	2.730e+02			pmagpy-4.1.5	 8.800e-09
M5-115D:LP-DIR-T2	M5-115D:LP-DIR-T	M5-115D	316.4	43.8	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	112	u	1	2.730e+02			pmagpy-4.1.5	 5.660e-09
M5-115D:LP-DIR-T3	M5-115D:LP-DIR-T	M5-115D	315.8	46.4	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	113	u	1	2.730e+02			pmagpy-4.1.5	 3.760e-09
M5-115D:LP-DIR-T4	M5-115D:LP-DIR-T	M5-115D	326.2	40	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	114	u	1	2.730e+02			pmagpy-4.1.5	 2.900e-09
M5-115D:LP-DIR-T5	M5-115D:LP-DIR-T	M5-115D	315.2	50.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	115	u	1	2.730e+02			pmagpy-4.1.5	 2.010e-09
M5-115D:LP-DIR-T6	M5-115D:LP-DIR-T	M5-115D	327.1	32.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	116	u	1	2.730e+02			pmagpy-4.1.5	 1.340e-09
M5-115D:LP-DIR-T7	M5-115D:LP-DIR-T	M5-115D	317.4	42.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	117	u	1	2.730e+02			pmagpy-4.1.5	 1.340e-09
M5-115D:LP-DIR-T8	M5-115D:LP-DIR-T	M5-115D	303.1	22.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	118	u	1	2.730e+02			pmagpy-4.1.5	 8.550e-10
M5-115D:LP-DIR-T9	M5-115D:LP-DIR-T	M5-115D	333.6	21.3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	119	u	1	2.730e+02			pmagpy-4.1.5	 9.390e-10
M5-115D:LP-DIR-T10	M5-115D:LP-DIR-T	M5-115D	308.1	18.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	120	u	1	2.730e+02			pmagpy-4.1.5	 4.830e-10
M5-115E:LP-DIR-T0	M5-115E:LP-DIR-T	M5-115E	330.5	18.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	121	u	1	2.730e+02			pmagpy-4.1.5	 3.320e-08
M5-115E:LP-DIR-T1	M5-115E:LP-DIR-T	M5-115E	330.4	25.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	122	u	1	2.730e+02			pmagpy-4.1.5	 2.210e-08
M5-115E:LP-DIR-T2	M5-115E:LP-DIR-T	M5-115E	331.9	30.6	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	123	u	1	2.730e+02			pmagpy-4.1.5	 1.250e-08
M5-115E:LP-DIR-T3	M5-115E:LP-DIR-T	M5-115E	332.4	33	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	124	u	1	2.730e+02			pmagpy-4.1.5	 8.780e-09
M5-115E:LP-DIR-T4	M5-115E:LP-DIR-T	M5-115E	325	36.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	125	u	1	2.730e+02			pmagpy-4.1.5	 5.050e-09
M5-115E:LP-DIR-T5	M5-115E:LP-DIR-T	M5-115E	330.4	26.3	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	126	u	1	2.730e+02			pmagpy-4.1.5	 3.150e-09
M5-115E:LP-DIR-T6	M5-115E:LP-DIR-T	M5-115E	327	16.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	127	u	1	2.730e+02			pmagpy-4.1.5	 2.390e-09
M5-115E:LP-DIR-T7	M5-115E:LP-DIR-T	M5-115E	330.7	-0.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	128	u	1	2.730e+02			pmagpy-4.1.5	 1.600e-09
M5-115E:LP-DIR-T8	M5-115E:LP-DIR-T	M5-115E	307.3	-17.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	129	u	1	2.730e+02			pmagpy-4.1.5	 7.750e-10
M5-115E:LP-DIR-T9	M5-115E:LP-DIR-T	M5-115E	327.8	17	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	130	u	1	2.730e+02			pmagpy-4.1.5	 1.060e-09
M5-115E:LP-DIR-T10	M5-115E:LP-DIR-T	M5-115E	355	49.8	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	131	u	1	2.730e+02			pmagpy-4.1.5	 6.630e-10
M5-116D:LP-DIR-T0	M5-116D:LP-DIR-T	M5-116D	330.3	41.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	132	u	1	2.730e+02			pmagpy-4.1.5	 6.370e-09
M5-116D:LP-DIR-T1	M5-116D:LP-DIR-T	M5-116D	327.3	51.4	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	133	u	1	2.730e+02			pmagpy-4.1.5	 5.420e-09
M5-116D:LP-DIR-T2	M5-116D:LP-DIR-T	M5-116D	330.5	50.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	134	u	1	2.730e+02			pmagpy-4.1.5	 3.710e-09
M5-116D:LP-DIR-T3	M5-116D:LP-DIR-T	M5-116D	332.8	45.8	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	135	u	1	2.730e+02			pmagpy-4.1.5	 2.450e-09
M5-116D:LP-DIR-T4	M5-116D:LP-DIR-T	M5-116D	337.9	45.7	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	136	u	1	2.730e+02			pmagpy-4.1.5	 1.820e-09
M5-116D:LP-DIR-T5	M5-116D:LP-DIR-T	M5-116D	318.6	37.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	137	u	1	2.730e+02			pmagpy-4.1.5	 9.940e-10
M5-116D:LP-DIR-T6	M5-116D:LP-DIR-T	M5-116D	315	45.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	138	u	1	2.730e+02			pmagpy-4.1.5	 6.640e-10
M5-116D:LP-DIR-T7	M5-116D:LP-DIR-T	M5-116D	308.8	56.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	139	u	1	2.730e+02			pmagpy-4.1.5	 3.930e-10
M5-116D:LP-DIR-T8	M5-116D:LP-DIR-T	M5-116D	324.6	12.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	140	u	1	2.730e+02			pmagpy-4.1.5	 5.030e-10
M5-116D:LP-DIR-T9	M5-116D:LP-DIR-T	M5-116D	303.6	24.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	141	u	1	2.730e+02			pmagpy-4.1.5	 5.230e-10
M5-116D:LP-DIR-T10	M5-116D:LP-DIR-T	M5-116D	337.7	15.7	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	142	u	1	2.730e+02			pmagpy-4.1.5	 4.320e-10
M5-116E:LP-DIR-T0	M5-116E:LP-DIR-T	M5-116E	250.2	49.1	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	143	u	1	2.730e+02			pmagpy-4.1.5	 1.210e-08
M5-116E:LP-DIR-T1	M5-116E:LP-DIR-T	M5-116E	286.4	57	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	144	u	1	2.730e+02			pmagpy-4.1.5	 1.160e-08
M5-116E:LP-DIR-T2	M5-116E:LP-DIR-T	M5-116E	310.7	51.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	145	u	1	2.730e+02			pmagpy-4.1.5	 7.900e-09
M5-116E:LP-DIR-T3	M5-116E:LP-DIR-T	M5-116E	321.8	47.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	146	u	1	2.730e+02			pmagpy-4.1.5	 5.910e-09
M5-116E:LP-DIR-T4	M5-116E:LP-DIR-T	M5-116E	334.1	46.5	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	147	u	1	2.730e+02			pmagpy-4.1.5	 4.350e-09
M5-116E:LP-DIR-T5	M5-116E:LP-DIR-T	M5-116E	337.9	49.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	148	u	1	2.730e+02			pmagpy-4.1.5	 2.200e-09
M5-116E:LP-DIR-T6	M5-116E:LP-DIR-T	M5-116E	348.1	43.2	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	149	u	1	2.730e+02			pmagpy-4.1.5	 1.570e-09
M5-116E:LP-DIR-T7	M5-116E:LP-DIR-T	M5-116E	315.9	42.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	150	u	1	2.730e+02			pmagpy-4.1.5	 4.970e-10
M5-116E:LP-DIR-T8	M5-116E:LP-DIR-T	M5-116E	296.2	49	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	151	u	1	2.730e+02			pmagpy-4.1.5	 1.290e-09
M5-116E:LP-DIR-T9	M5-116E:LP-DIR-T	M5-116E	317	29.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	152	u	1	2.730e+02			pmagpy-4.1.5	 1.300e-09
M5-116E:LP-DIR-T10	M5-116E:LP-DIR-T	M5-116E	299.7	44.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	153	u	1	2.730e+02			pmagpy-4.1.5	 9.440e-10
M5-117D:LP-DIR-T0	M5-117D:LP-DIR-T	M5-117D	338.3	35	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	154	u	1	2.730e+02			pmagpy-4.1.5	 4.670e-08
M5-117D:LP-DIR-T1	M5-117D:LP-DIR-T	M5-117D	343	35.8	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	155	u	1	2.730e+02			pmagpy-4.1.5	 2.360e-08
M5-117D:LP-DIR-T2	M5-117D:LP-DIR-T	M5-117D	344.4	36.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	156	u	1	2.730e+02			pmagpy-4.1.5	 8.940e-09
M5-117D:LP-DIR-T3	M5-117D:LP-DIR-T	M5-117D	337.4	40.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	157	u	1	2.730e+02			pmagpy-4.1.5	 4.550e-09
M5-117D:LP-DIR-T4	M5-117D:LP-DIR-T	M5-117D	336.6	37.4	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	158	u	1	2.730e+02			pmagpy-4.1.5	 3.000e-09
M5-117D:LP-DIR-T5	M5-117D:LP-DIR-T	M5-117D	341.9	36	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	159	u	1	2.730e+02			pmagpy-4.1.5	 2.160e-09
M5-117D:LP-DIR-T6	M5-117D:LP-DIR-T	M5-117D	333.1	35.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	160	u	1	2.730e+02			pmagpy-4.1.5	 1.400e-09
M5-117D:LP-DIR-T7	M5-117D:LP-DIR-T	M5-117D	318.1	25.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	161	u	1	2.730e+02			pmagpy-4.1.5	 1.020e-09
M5-117D:LP-DIR-T8	M5-117D:LP-DIR-T	M5-117D	349.5	17.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	162	u	1	2.730e+02			pmagpy-4.1.5	 8.970e-10
M5-117D:LP-DIR-T9	M5-117D:LP-DIR-T	M5-117D	14.8	-10.2	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	163	u	1	2.730e+02			pmagpy-4.1.5	 4.720e-10
M5-117D:LP-DIR-T10	M5-117D:LP-DIR-T	M5-117D	299	5.1	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	164	u	1	2.730e+02			pmagpy-4.1.5	 3.640e-10
M5-117E:LP-DIR-T0	M5-117E:LP-DIR-T	M5-117E	339.2	33.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	165	u	1	2.730e+02			pmagpy-4.1.5	 8.300e-08
M5-117E:LP-DIR-T1	M5-117E:LP-DIR-T	M5-117E	21.4	74.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	166	u	1	2.730e+02			pmagpy-4.1.5	 2.220e-08
M5-117E:LP-DIR-T2	M5-117E:LP-DIR-T	M5-117E	347.9	15.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	167	u	1	2.730e+02			pmagpy-4.1.5	 2.560e-08
M5-117E:LP-DIR-T3	M5-117E:LP-DIR-T	M5-117E	344.9	26.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	168	u	1	2.730e+02			pmagpy-4.1.5	 1.400e-08
M5-117E:LP-DIR-T4	M5-117E:LP-DIR-T	M5-117E	345.2	30	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	169	u	1	2.730e+02			pmagpy-4.1.5	 8.210e-09
M5-117E:LP-DIR-T5	M5-117E:LP-DIR-T	M5-117E	338.2	35.6	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	170	u	1	2.730e+02			pmagpy-4.1.5	 3.840e-09
M5-117E:LP-DIR-T6	M5-117E:LP-DIR-T	M5-117E	349.3	27	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	171	u	1	2.730e+02			pmagpy-4.1.5	 2.070e-09
M5-117E:LP-DIR-T7	M5-117E:LP-DIR-T	M5-117E	337.7	38.5	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	172	u	1	2.730e+02			pmagpy-4.1.5	 1.850e-09
M5-117E:LP-DIR-T8	M5-117E:LP-DIR-T	M5-117E	346.5	31.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	173	u	1	2.730e+02			pmagpy-4.1.5	 1.180e-09
M5-117E:LP-DIR-T9	M5-117E:LP-DIR-T	M5-117E	354.6	7.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	174	u	1	2.730e+02			pmagpy-4.1.5	 1.140e-09
M5-117E:LP-DIR-T10	M5-117E:LP-DIR-T	M5-117E	302	3.5	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	175	u	1	2.730e+02			pmagpy-4.1.5	 1.090e-09
M5-118D:LP-DIR-T0	M5-118D:LP-DIR-T	M5-118D	342.6	25.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	176	u	1	2.730e+02			pmagpy-4.1.5	 2.330e-08
M5-118D:LP-DIR-T1	M5-118D:LP-DIR-T	M5-118D	340.9	31	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	177	u	1	2.730e+02			pmagpy-4.1.5	 1.310e-08
M5-118D:LP-DIR-T2	M5-118D:LP-DIR-T	M5-118D	330.6	41	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	178	u	1	2.730e+02			pmagpy-4.1.5	 6.040e-09
M5-118D:LP-DIR-T3	M5-118D:LP-DIR-T	M5-118D	327.5	40.8	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	179	u	1	2.730e+02			pmagpy-4.1.5	 3.910e-09
M5-118D:LP-DIR-T4	M5-118D:LP-DIR-T	M5-118D	328.6	43.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	180	u	1	2.730e+02			pmagpy-4.1.5	 3.190e-09
M5-118D:LP-DIR-T5	M5-118D:LP-DIR-T	M5-118D	332.5	39.6	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	181	u	1	2.730e+02			pmagpy-4.1.5	 1.800e-09
M5-118D:LP-DIR-T6	M5-118D:LP-DIR-T	M5-118D	338.2	49.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	182	u	1	2.730e+02			pmagpy-4.1.5	 1.060e-09
M5-118D:LP-DIR-T7	M5-118D:LP-DIR-T	M5-118D	339.5	37.1	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	183	u	1	2.730e+02			pmagpy-4.1.5	 8.010e-10
M5-118D:LP-DIR-T8	M5-118D:LP-DIR-T	M5-118D	334.2	49.2	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	184	u	1	2.730e+02			pmagpy-4.1.5	 6.660e-10
M5-118D:LP-DIR-T9	M5-118D:LP-DIR-T	M5-118D	1.7	-3.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	185	u	1	2.730e+02			pmagpy-4.1.5	 5.780e-10
M5-118D:LP-DIR-T10	M5-118D:LP-DIR-T	M5-118D	346.8	24.6	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	186	u	1	2.730e+02			pmagpy-4.1.5	 6.250e-10
M5-118E:LP-DIR-T0	M5-118E:LP-DIR-T	M5-118E	327.8	63.1	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	187	u	1	2.730e+02			pmagpy-4.1.5	 7.940e-08
M5-118E:LP-DIR-T1	M5-118E:LP-DIR-T	M5-118E	326.3	64.1	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	188	u	1	2.730e+02			pmagpy-4.1.5	 4.480e-08
M5-118E:LP-DIR-T2	M5-118E:LP-DIR-T	M5-118E	318.6	64	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	189	u	1	2.730e+02			pmagpy-4.1.5	 1.790e-08
M5-118E:LP-DIR-T3	M5-118E:LP-DIR-T	M5-118E	317.1	60.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	190	u	1	2.730e+02			pmagpy-4.1.5	 9.620e-09
M5-118E:LP-DIR-T4	M5-118E:LP-DIR-T	M5-118E	322.6	59.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	191	u	1	2.730e+02			pmagpy-4.1.5	 6.270e-09
M5-118E:LP-DIR-T5	M5-118E:LP-DIR-T	M5-118E	321.3	64.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	192	u	1	2.730e+02			pmagpy-4.1.5	 3.120e-09
M5-118E:LP-DIR-T6	M5-118E:LP-DIR-T	M5-118E	356.9	53.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	193	u	1	2.730e+02			pmagpy-4.1.5	 2.250e-09
M5-118E:LP-DIR-T7	M5-118E:LP-DIR-T	M5-118E	337.6	58.4	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	194	u	1	2.730e+02			pmagpy-4.1.5	 1.430e-09
M5-118E:LP-DIR-T8	M5-118E:LP-DIR-T	M5-118E	332.4	62.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	195	u	1	2.730e+02			pmagpy-4.1.5	 1.730e-09
M5-118E:LP-DIR-T9	M5-118E:LP-DIR-T	M5-118E	335.3	54.5	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	196	u	1	2.730e+02			pmagpy-4.1.5	 1.180e-09
M5-118E:LP-DIR-T10	M5-118E:LP-DIR-T	M5-118E	259.7	61.8	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	197	u	1	2.730e+02			pmagpy-4.1.5	 1.540e-09
M5-119D:LP-DIR-T0	M5-119D:LP-DIR-T	M5-119D	192.4	16	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	198	u	1	2.730e+02			pmagpy-4.1.5	 8.980e-09
M5-119D:LP-DIR-T1	M5-119D:LP-DIR-T	M5-119D	257.7	53.4	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	199	u	1	2.730e+02			pmagpy-4.1.5	 4.750e-09
M5-119D:LP-DIR-T2	M5-119D:LP-DIR-T	M5-119D	301.5	53.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	200	u	1	2.730e+02			pmagpy-4.1.5	 3.870e-09
M5-119D:LP-DIR-T3	M5-119D:LP-DIR-T	M5-119D	313.3	48.4	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	201	u	1	2.730e+02			pmagpy-4.1.5	 2.750e-09
M5-119D:LP-DIR-T4	M5-119D:LP-DIR-T	M5-119D	317.7	49.3	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	202	u	1	2.730e+02			pmagpy-4.1.5	 2.260e-09
M5-119D:LP-DIR-T5	M5-119D:LP-DIR-T	M5-119D	304.3	49.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	203	u	1	2.730e+02			pmagpy-4.1.5	 1.370e-09
M5-119D:LP-DIR-T6	M5-119D:LP-DIR-T	M5-119D	313.2	45.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	204	u	1	2.730e+02			pmagpy-4.1.5	 1.040e-09
M5-119D:LP-DIR-T7	M5-119D:LP-DIR-T	M5-119D	313.4	44.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	205	u	1	2.730e+02			pmagpy-4.1.5	 7.180e-10
M5-119D:LP-DIR-T8	M5-119D:LP-DIR-T	M5-119D	298	18.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	206	u	1	2.730e+02			pmagpy-4.1.5	 6.900e-10
M5-119D:LP-DIR-T9	M5-119D:LP-DIR-T	M5-119D	303.6	60.2	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	207	u	1	2.730e+02			pmagpy-4.1.5	 7.640e-10
M5-119D:LP-DIR-T10	M5-119D:LP-DIR-T	M5-119D	268.8	26.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	208	u	1	2.730e+02			pmagpy-4.1.5	 7.030e-10
M5-119E:LP-DIR-T0	M5-119E:LP-DIR-T	M5-119E	207.7	25	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	209	u	1	2.730e+02			pmagpy-4.1.5	 1.290e-08
M5-119E:LP-DIR-T1	M5-119E:LP-DIR-T	M5-119E	280.5	52.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	210	u	1	2.730e+02			pmagpy-4.1.5	 8.590e-09
M5-119E:LP-DIR-T2	M5-119E:LP-DIR-T	M5-119E	311	50.8	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	211	u	1	2.730e+02			pmagpy-4.1.5	 6.200e-09
M5-119E:LP-DIR-T3	M5-119E:LP-DIR-T	M5-119E	319.6	50.1	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	212	u	1	2.730e+02			pmagpy-4.1.5	 4.250e-09
M5-119E:LP-DIR-T4	M5-119E:LP-DIR-T	M5-119E	312	50.1	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	213	u	1	2.730e+02			pmagpy-4.1.5	 2.670e-09
M5-119E:LP-DIR-T5	M5-119E:LP-DIR-T	M5-119E	313.1	52.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	214	u	1	2.730e+02			pmagpy-4.1.5	 1.110e-09
M5-119E:LP-DIR-T6	M5-119E:LP-DIR-T	M5-119E	346.4	57	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	215	u	1	2.730e+02			pmagpy-4.1.5	 8.760e-10
M5-119E:LP-DIR-T7	M5-119E:LP-DIR-T	M5-119E	302.3	56.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	216	u	1	2.730e+02			pmagpy-4.1.5	 5.730e-10
