tab 	measurements
analysts	citations	experiment	instrument_codes	location	magn_uncal	meas_temp	measurement	method_codes	quality	sample	sequence	site	software_packages	specimen	treat_dc_field
	This study	unknown:LP-MW-I:Curie		unknown	3.929e+00	5.552e+02	unknown:LP-MW-I:Curie_145	LP-MW-I	g	unknown	145	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.926e+00	5.562e+02	unknown:LP-MW-I:Curie_146	LP-MW-I	g	unknown	146	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.926e+00	5.572e+02	unknown:LP-MW-I:Curie_147	LP-MW-I	g	unknown	147	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.926e+00	5.582e+02	unknown:LP-MW-I:Curie_148	LP-MW-I	g	unknown	148	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.927e+00	5.592e+02	unknown:LP-MW-I:Curie_149	LP-MW-I	g	unknown	149	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.927e+00	5.602e+02	unknown:LP-MW-I:Curie_150	LP-MW-I	g	unknown	150	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.925e+00	5.612e+02	unknown:LP-MW-I:Curie_151	LP-MW-I	g	unknown	151	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.921e+00	5.622e+02	unknown:LP-MW-I:Curie_152	LP-MW-I	g	unknown	152	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.917e+00	5.632e+02	unknown:LP-MW-I:Curie_153	LP-MW-I	g	unknown	153	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.914e+00	5.642e+02	unknown:LP-MW-I:Curie_154	LP-MW-I	g	unknown	154	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.911e+00	5.652e+02	unknown:LP-MW-I:Curie_155	LP-MW-I	g	unknown	155	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.910e+00	5.662e+02	unknown:LP-MW-I:Curie_156	LP-MW-I	g	unknown	156	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.910e+00	5.672e+02	unknown:LP-MW-I:Curie_157	LP-MW-I	g	unknown	157	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.912e+00	5.682e+02	unknown:LP-MW-I:Curie_158	LP-MW-I	g	unknown	158	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.914e+00	5.692e+02	unknown:LP-MW-I:Curie_159	LP-MW-I	g	unknown	159	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.916e+00	5.702e+02	unknown:LP-MW-I:Curie_160	LP-MW-I	g	unknown	160	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.916e+00	5.712e+02	unknown:LP-MW-I:Curie_161	LP-MW-I	g	unknown	161	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.914e+00	5.722e+02	unknown:LP-MW-I:Curie_162	LP-MW-I	g	unknown	162	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.912e+00	5.732e+02	unknown:LP-MW-I:Curie_163	LP-MW-I	g	unknown	163	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.909e+00	5.742e+02	unknown:LP-MW-I:Curie_164	LP-MW-I	g	unknown	164	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.907e+00	5.752e+02	unknown:LP-MW-I:Curie_165	LP-MW-I	g	unknown	165	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.905e+00	5.762e+02	unknown:LP-MW-I:Curie_166	LP-MW-I	g	unknown	166	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.905e+00	5.772e+02	unknown:LP-MW-I:Curie_167	LP-MW-I	g	unknown	167	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.904e+00	5.782e+02	unknown:LP-MW-I:Curie_168	LP-MW-I	g	unknown	168	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.904e+00	5.792e+02	unknown:LP-MW-I:Curie_169	LP-MW-I	g	unknown	169	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.903e+00	5.802e+02	unknown:LP-MW-I:Curie_170	LP-MW-I	g	unknown	170	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.902e+00	5.812e+02	unknown:LP-MW-I:Curie_171	LP-MW-I	g	unknown	171	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.899e+00	5.822e+02	unknown:LP-MW-I:Curie_172	LP-MW-I	g	unknown	172	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.896e+00	5.832e+02	unknown:LP-MW-I:Curie_173	LP-MW-I	g	unknown	173	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.892e+00	5.842e+02	unknown:LP-MW-I:Curie_174	LP-MW-I	g	unknown	174	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.889e+00	5.852e+02	unknown:LP-MW-I:Curie_175	LP-MW-I	g	unknown	175	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.886e+00	5.862e+02	unknown:LP-MW-I:Curie_176	LP-MW-I	g	unknown	176	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.884e+00	5.872e+02	unknown:LP-MW-I:Curie_177	LP-MW-I	g	unknown	177	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.882e+00	5.882e+02	unknown:LP-MW-I:Curie_178	LP-MW-I	g	unknown	178	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.881e+00	5.892e+02	unknown:LP-MW-I:Curie_179	LP-MW-I	g	unknown	179	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.880e+00	5.902e+02	unknown:LP-MW-I:Curie_180	LP-MW-I	g	unknown	180	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.878e+00	5.912e+02	unknown:LP-MW-I:Curie_181	LP-MW-I	g	unknown	181	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.876e+00	5.922e+02	unknown:LP-MW-I:Curie_182	LP-MW-I	g	unknown	182	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.873e+00	5.932e+02	unknown:LP-MW-I:Curie_183	LP-MW-I	g	unknown	183	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.871e+00	5.942e+02	unknown:LP-MW-I:Curie_184	LP-MW-I	g	unknown	184	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.868e+00	5.952e+02	unknown:LP-MW-I:Curie_185	LP-MW-I	g	unknown	185	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.866e+00	5.962e+02	unknown:LP-MW-I:Curie_186	LP-MW-I	g	unknown	186	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.865e+00	5.972e+02	unknown:LP-MW-I:Curie_187	LP-MW-I	g	unknown	187	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.865e+00	5.982e+02	unknown:LP-MW-I:Curie_188	LP-MW-I	g	unknown	188	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.864e+00	5.992e+02	unknown:LP-MW-I:Curie_189	LP-MW-I	g	unknown	189	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.864e+00	6.002e+02	unknown:LP-MW-I:Curie_190	LP-MW-I	g	unknown	190	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.862e+00	6.012e+02	unknown:LP-MW-I:Curie_191	LP-MW-I	g	unknown	191	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.861e+00	6.022e+02	unknown:LP-MW-I:Curie_192	LP-MW-I	g	unknown	192	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.858e+00	6.032e+02	unknown:LP-MW-I:Curie_193	LP-MW-I	g	unknown	193	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.855e+00	6.042e+02	unknown:LP-MW-I:Curie_194	LP-MW-I	g	unknown	194	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.852e+00	6.052e+02	unknown:LP-MW-I:Curie_195	LP-MW-I	g	unknown	195	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.848e+00	6.062e+02	unknown:LP-MW-I:Curie_196	LP-MW-I	g	unknown	196	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.845e+00	6.072e+02	unknown:LP-MW-I:Curie_197	LP-MW-I	g	unknown	197	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.841e+00	6.082e+02	unknown:LP-MW-I:Curie_198	LP-MW-I	g	unknown	198	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.837e+00	6.092e+02	unknown:LP-MW-I:Curie_199	LP-MW-I	g	unknown	199	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.833e+00	6.102e+02	unknown:LP-MW-I:Curie_200	LP-MW-I	g	unknown	200	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.829e+00	6.112e+02	unknown:LP-MW-I:Curie_201	LP-MW-I	g	unknown	201	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.825e+00	6.122e+02	unknown:LP-MW-I:Curie_202	LP-MW-I	g	unknown	202	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.820e+00	6.132e+02	unknown:LP-MW-I:Curie_203	LP-MW-I	g	unknown	203	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.816e+00	6.142e+02	unknown:LP-MW-I:Curie_204	LP-MW-I	g	unknown	204	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.812e+00	6.152e+02	unknown:LP-MW-I:Curie_205	LP-MW-I	g	unknown	205	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.808e+00	6.162e+02	unknown:LP-MW-I:Curie_206	LP-MW-I	g	unknown	206	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.804e+00	6.172e+02	unknown:LP-MW-I:Curie_207	LP-MW-I	g	unknown	207	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.800e+00	6.182e+02	unknown:LP-MW-I:Curie_208	LP-MW-I	g	unknown	208	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.797e+00	6.192e+02	unknown:LP-MW-I:Curie_209	LP-MW-I	g	unknown	209	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.794e+00	6.202e+02	unknown:LP-MW-I:Curie_210	LP-MW-I	g	unknown	210	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.791e+00	6.212e+02	unknown:LP-MW-I:Curie_211	LP-MW-I	g	unknown	211	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.790e+00	6.222e+02	unknown:LP-MW-I:Curie_212	LP-MW-I	g	unknown	212	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.788e+00	6.232e+02	unknown:LP-MW-I:Curie_213	LP-MW-I	g	unknown	213	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.787e+00	6.242e+02	unknown:LP-MW-I:Curie_214	LP-MW-I	g	unknown	214	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.786e+00	6.252e+02	unknown:LP-MW-I:Curie_215	LP-MW-I	g	unknown	215	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.785e+00	6.262e+02	unknown:LP-MW-I:Curie_216	LP-MW-I	g	unknown	216	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.783e+00	6.272e+02	unknown:LP-MW-I:Curie_217	LP-MW-I	g	unknown	217	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.781e+00	6.282e+02	unknown:LP-MW-I:Curie_218	LP-MW-I	g	unknown	218	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.779e+00	6.292e+02	unknown:LP-MW-I:Curie_219	LP-MW-I	g	unknown	219	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.776e+00	6.302e+02	unknown:LP-MW-I:Curie_220	LP-MW-I	g	unknown	220	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.772e+00	6.312e+02	unknown:LP-MW-I:Curie_221	LP-MW-I	g	unknown	221	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.769e+00	6.322e+02	unknown:LP-MW-I:Curie_222	LP-MW-I	g	unknown	222	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.765e+00	6.332e+02	unknown:LP-MW-I:Curie_223	LP-MW-I	g	unknown	223	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.762e+00	6.342e+02	unknown:LP-MW-I:Curie_224	LP-MW-I	g	unknown	224	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.760e+00	6.352e+02	unknown:LP-MW-I:Curie_225	LP-MW-I	g	unknown	225	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.759e+00	6.362e+02	unknown:LP-MW-I:Curie_226	LP-MW-I	g	unknown	226	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.759e+00	6.372e+02	unknown:LP-MW-I:Curie_227	LP-MW-I	g	unknown	227	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.759e+00	6.382e+02	unknown:LP-MW-I:Curie_228	LP-MW-I	g	unknown	228	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.759e+00	6.392e+02	unknown:LP-MW-I:Curie_229	LP-MW-I	g	unknown	229	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.758e+00	6.402e+02	unknown:LP-MW-I:Curie_230	LP-MW-I	g	unknown	230	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.755e+00	6.412e+02	unknown:LP-MW-I:Curie_231	LP-MW-I	g	unknown	231	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.751e+00	6.422e+02	unknown:LP-MW-I:Curie_232	LP-MW-I	g	unknown	232	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.745e+00	6.432e+02	unknown:LP-MW-I:Curie_233	LP-MW-I	g	unknown	233	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.738e+00	6.442e+02	unknown:LP-MW-I:Curie_234	LP-MW-I	g	unknown	234	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.729e+00	6.452e+02	unknown:LP-MW-I:Curie_235	LP-MW-I	g	unknown	235	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.720e+00	6.462e+02	unknown:LP-MW-I:Curie_236	LP-MW-I	g	unknown	236	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.711e+00	6.472e+02	unknown:LP-MW-I:Curie_237	LP-MW-I	g	unknown	237	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.701e+00	6.482e+02	unknown:LP-MW-I:Curie_238	LP-MW-I	g	unknown	238	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.693e+00	6.492e+02	unknown:LP-MW-I:Curie_239	LP-MW-I	g	unknown	239	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.685e+00	6.502e+02	unknown:LP-MW-I:Curie_240	LP-MW-I	g	unknown	240	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.679e+00	6.512e+02	unknown:LP-MW-I:Curie_241	LP-MW-I	g	unknown	241	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.674e+00	6.522e+02	unknown:LP-MW-I:Curie_242	LP-MW-I	g	unknown	242	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.671e+00	6.532e+02	unknown:LP-MW-I:Curie_243	LP-MW-I	g	unknown	243	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.669e+00	6.542e+02	unknown:LP-MW-I:Curie_244	LP-MW-I	g	unknown	244	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.667e+00	6.552e+02	unknown:LP-MW-I:Curie_245	LP-MW-I	g	unknown	245	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.664e+00	6.562e+02	unknown:LP-MW-I:Curie_246	LP-MW-I	g	unknown	246	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.661e+00	6.572e+02	unknown:LP-MW-I:Curie_247	LP-MW-I	g	unknown	247	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.656e+00	6.582e+02	unknown:LP-MW-I:Curie_248	LP-MW-I	g	unknown	248	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.651e+00	6.592e+02	unknown:LP-MW-I:Curie_249	LP-MW-I	g	unknown	249	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.646e+00	6.602e+02	unknown:LP-MW-I:Curie_250	LP-MW-I	g	unknown	250	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.642e+00	6.612e+02	unknown:LP-MW-I:Curie_251	LP-MW-I	g	unknown	251	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.639e+00	6.622e+02	unknown:LP-MW-I:Curie_252	LP-MW-I	g	unknown	252	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.637e+00	6.632e+02	unknown:LP-MW-I:Curie_253	LP-MW-I	g	unknown	253	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.636e+00	6.642e+02	unknown:LP-MW-I:Curie_254	LP-MW-I	g	unknown	254	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.635e+00	6.652e+02	unknown:LP-MW-I:Curie_255	LP-MW-I	g	unknown	255	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.632e+00	6.662e+02	unknown:LP-MW-I:Curie_256	LP-MW-I	g	unknown	256	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.629e+00	6.672e+02	unknown:LP-MW-I:Curie_257	LP-MW-I	g	unknown	257	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.623e+00	6.682e+02	unknown:LP-MW-I:Curie_258	LP-MW-I	g	unknown	258	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.616e+00	6.692e+02	unknown:LP-MW-I:Curie_259	LP-MW-I	g	unknown	259	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.608e+00	6.702e+02	unknown:LP-MW-I:Curie_260	LP-MW-I	g	unknown	260	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.599e+00	6.712e+02	unknown:LP-MW-I:Curie_261	LP-MW-I	g	unknown	261	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.591e+00	6.722e+02	unknown:LP-MW-I:Curie_262	LP-MW-I	g	unknown	262	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.582e+00	6.732e+02	unknown:LP-MW-I:Curie_263	LP-MW-I	g	unknown	263	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.574e+00	6.742e+02	unknown:LP-MW-I:Curie_264	LP-MW-I	g	unknown	264	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.566e+00	6.752e+02	unknown:LP-MW-I:Curie_265	LP-MW-I	g	unknown	265	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.559e+00	6.762e+02	unknown:LP-MW-I:Curie_266	LP-MW-I	g	unknown	266	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.551e+00	6.772e+02	unknown:LP-MW-I:Curie_267	LP-MW-I	g	unknown	267	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.543e+00	6.782e+02	unknown:LP-MW-I:Curie_268	LP-MW-I	g	unknown	268	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.535e+00	6.792e+02	unknown:LP-MW-I:Curie_269	LP-MW-I	g	unknown	269	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.527e+00	6.802e+02	unknown:LP-MW-I:Curie_270	LP-MW-I	g	unknown	270	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.517e+00	6.812e+02	unknown:LP-MW-I:Curie_271	LP-MW-I	g	unknown	271	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.507e+00	6.822e+02	unknown:LP-MW-I:Curie_272	LP-MW-I	g	unknown	272	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.495e+00	6.832e+02	unknown:LP-MW-I:Curie_273	LP-MW-I	g	unknown	273	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.483e+00	6.842e+02	unknown:LP-MW-I:Curie_274	LP-MW-I	g	unknown	274	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.471e+00	6.852e+02	unknown:LP-MW-I:Curie_275	LP-MW-I	g	unknown	275	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.459e+00	6.862e+02	unknown:LP-MW-I:Curie_276	LP-MW-I	g	unknown	276	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.448e+00	6.872e+02	unknown:LP-MW-I:Curie_277	LP-MW-I	g	unknown	277	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.439e+00	6.882e+02	unknown:LP-MW-I:Curie_278	LP-MW-I	g	unknown	278	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.430e+00	6.892e+02	unknown:LP-MW-I:Curie_279	LP-MW-I	g	unknown	279	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.421e+00	6.902e+02	unknown:LP-MW-I:Curie_280	LP-MW-I	g	unknown	280	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.413e+00	6.912e+02	unknown:LP-MW-I:Curie_281	LP-MW-I	g	unknown	281	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.405e+00	6.922e+02	unknown:LP-MW-I:Curie_282	LP-MW-I	g	unknown	282	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.396e+00	6.932e+02	unknown:LP-MW-I:Curie_283	LP-MW-I	g	unknown	283	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.387e+00	6.942e+02	unknown:LP-MW-I:Curie_284	LP-MW-I	g	unknown	284	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.376e+00	6.952e+02	unknown:LP-MW-I:Curie_285	LP-MW-I	g	unknown	285	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.364e+00	6.962e+02	unknown:LP-MW-I:Curie_286	LP-MW-I	g	unknown	286	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.348e+00	6.972e+02	unknown:LP-MW-I:Curie_287	LP-MW-I	g	unknown	287	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.330e+00	6.982e+02	unknown:LP-MW-I:Curie_288	LP-MW-I	g	unknown	288	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.311e+00	6.992e+02	unknown:LP-MW-I:Curie_289	LP-MW-I	g	unknown	289	unknow	pmagpy-4.1.5	unknown	0.5
