tab 	measurements
analysts	citations	experiment	instrument_codes	location	magn_uncal	meas_temp	measurement	method_codes	quality	sample	sequence	site	software_packages	specimen	treat_dc_field
	This study	unknown:LP-MW-I:Curie		unknown	1.694e-01	8.452e+02	unknown:LP-MW-I:Curie_435	LP-MW-I	g	unknown	435	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.671e-01	8.462e+02	unknown:LP-MW-I:Curie_436	LP-MW-I	g	unknown	436	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.639e-01	8.472e+02	unknown:LP-MW-I:Curie_437	LP-MW-I	g	unknown	437	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.593e-01	8.482e+02	unknown:LP-MW-I:Curie_438	LP-MW-I	g	unknown	438	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.539e-01	8.492e+02	unknown:LP-MW-I:Curie_439	LP-MW-I	g	unknown	439	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.484e-01	8.502e+02	unknown:LP-MW-I:Curie_440	LP-MW-I	g	unknown	440	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.435e-01	8.512e+02	unknown:LP-MW-I:Curie_441	LP-MW-I	g	unknown	441	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.400e-01	8.522e+02	unknown:LP-MW-I:Curie_442	LP-MW-I	g	unknown	442	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.384e-01	8.532e+02	unknown:LP-MW-I:Curie_443	LP-MW-I	g	unknown	443	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.385e-01	8.542e+02	unknown:LP-MW-I:Curie_444	LP-MW-I	g	unknown	444	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.393e-01	8.552e+02	unknown:LP-MW-I:Curie_445	LP-MW-I	g	unknown	445	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.403e-01	8.562e+02	unknown:LP-MW-I:Curie_446	LP-MW-I	g	unknown	446	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.405e-01	8.572e+02	unknown:LP-MW-I:Curie_447	LP-MW-I	g	unknown	447	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.394e-01	8.582e+02	unknown:LP-MW-I:Curie_448	LP-MW-I	g	unknown	448	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.368e-01	8.592e+02	unknown:LP-MW-I:Curie_449	LP-MW-I	g	unknown	449	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.335e-01	8.602e+02	unknown:LP-MW-I:Curie_450	LP-MW-I	g	unknown	450	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.297e-01	8.612e+02	unknown:LP-MW-I:Curie_451	LP-MW-I	g	unknown	451	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.260e-01	8.622e+02	unknown:LP-MW-I:Curie_452	LP-MW-I	g	unknown	452	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.230e-01	8.632e+02	unknown:LP-MW-I:Curie_453	LP-MW-I	g	unknown	453	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.206e-01	8.642e+02	unknown:LP-MW-I:Curie_454	LP-MW-I	g	unknown	454	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.190e-01	8.652e+02	unknown:LP-MW-I:Curie_455	LP-MW-I	g	unknown	455	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.178e-01	8.662e+02	unknown:LP-MW-I:Curie_456	LP-MW-I	g	unknown	456	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.170e-01	8.672e+02	unknown:LP-MW-I:Curie_457	LP-MW-I	g	unknown	457	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.163e-01	8.682e+02	unknown:LP-MW-I:Curie_458	LP-MW-I	g	unknown	458	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.156e-01	8.692e+02	unknown:LP-MW-I:Curie_459	LP-MW-I	g	unknown	459	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.147e-01	8.702e+02	unknown:LP-MW-I:Curie_460	LP-MW-I	g	unknown	460	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.132e-01	8.712e+02	unknown:LP-MW-I:Curie_461	LP-MW-I	g	unknown	461	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.111e-01	8.722e+02	unknown:LP-MW-I:Curie_462	LP-MW-I	g	unknown	462	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.083e-01	8.732e+02	unknown:LP-MW-I:Curie_463	LP-MW-I	g	unknown	463	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.051e-01	8.742e+02	unknown:LP-MW-I:Curie_464	LP-MW-I	g	unknown	464	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.020e-01	8.752e+02	unknown:LP-MW-I:Curie_465	LP-MW-I	g	unknown	465	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.932e-02	8.762e+02	unknown:LP-MW-I:Curie_466	LP-MW-I	g	unknown	466	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.754e-02	8.772e+02	unknown:LP-MW-I:Curie_467	LP-MW-I	g	unknown	467	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.681e-02	8.782e+02	unknown:LP-MW-I:Curie_468	LP-MW-I	g	unknown	468	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.684e-02	8.792e+02	unknown:LP-MW-I:Curie_469	LP-MW-I	g	unknown	469	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.734e-02	8.802e+02	unknown:LP-MW-I:Curie_470	LP-MW-I	g	unknown	470	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.798e-02	8.812e+02	unknown:LP-MW-I:Curie_471	LP-MW-I	g	unknown	471	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.846e-02	8.822e+02	unknown:LP-MW-I:Curie_472	LP-MW-I	g	unknown	472	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.847e-02	8.832e+02	unknown:LP-MW-I:Curie_473	LP-MW-I	g	unknown	473	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.776e-02	8.842e+02	unknown:LP-MW-I:Curie_474	LP-MW-I	g	unknown	474	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.614e-02	8.852e+02	unknown:LP-MW-I:Curie_475	LP-MW-I	g	unknown	475	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.340e-02	8.862e+02	unknown:LP-MW-I:Curie_476	LP-MW-I	g	unknown	476	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.935e-02	8.872e+02	unknown:LP-MW-I:Curie_477	LP-MW-I	g	unknown	477	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.391e-02	8.882e+02	unknown:LP-MW-I:Curie_478	LP-MW-I	g	unknown	478	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.771e-02	8.892e+02	unknown:LP-MW-I:Curie_479	LP-MW-I	g	unknown	479	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.161e-02	8.902e+02	unknown:LP-MW-I:Curie_480	LP-MW-I	g	unknown	480	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.648e-02	8.912e+02	unknown:LP-MW-I:Curie_481	LP-MW-I	g	unknown	481	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.316e-02	8.922e+02	unknown:LP-MW-I:Curie_482	LP-MW-I	g	unknown	482	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.251e-02	8.932e+02	unknown:LP-MW-I:Curie_483	LP-MW-I	g	unknown	483	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.466e-02	8.942e+02	unknown:LP-MW-I:Curie_484	LP-MW-I	g	unknown	484	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.851e-02	8.952e+02	unknown:LP-MW-I:Curie_485	LP-MW-I	g	unknown	485	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.285e-02	8.962e+02	unknown:LP-MW-I:Curie_486	LP-MW-I	g	unknown	486	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.646e-02	8.972e+02	unknown:LP-MW-I:Curie_487	LP-MW-I	g	unknown	487	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.815e-02	8.982e+02	unknown:LP-MW-I:Curie_488	LP-MW-I	g	unknown	488	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.699e-02	8.992e+02	unknown:LP-MW-I:Curie_489	LP-MW-I	g	unknown	489	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.379e-02	9.002e+02	unknown:LP-MW-I:Curie_490	LP-MW-I	g	unknown	490	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.989e-02	9.012e+02	unknown:LP-MW-I:Curie_491	LP-MW-I	g	unknown	491	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.667e-02	9.022e+02	unknown:LP-MW-I:Curie_492	LP-MW-I	g	unknown	492	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.528e-02	9.032e+02	unknown:LP-MW-I:Curie_493	LP-MW-I	g	unknown	493	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.560e-02	9.042e+02	unknown:LP-MW-I:Curie_494	LP-MW-I	g	unknown	494	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.689e-02	9.052e+02	unknown:LP-MW-I:Curie_495	LP-MW-I	g	unknown	495	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.840e-02	9.062e+02	unknown:LP-MW-I:Curie_496	LP-MW-I	g	unknown	496	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.941e-02	9.072e+02	unknown:LP-MW-I:Curie_497	LP-MW-I	g	unknown	497	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.918e-02	9.082e+02	unknown:LP-MW-I:Curie_498	LP-MW-I	g	unknown	498	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.752e-02	9.092e+02	unknown:LP-MW-I:Curie_499	LP-MW-I	g	unknown	499	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.491e-02	9.102e+02	unknown:LP-MW-I:Curie_500	LP-MW-I	g	unknown	500	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.188e-02	9.112e+02	unknown:LP-MW-I:Curie_501	LP-MW-I	g	unknown	501	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.895e-02	9.122e+02	unknown:LP-MW-I:Curie_502	LP-MW-I	g	unknown	502	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.666e-02	9.132e+02	unknown:LP-MW-I:Curie_503	LP-MW-I	g	unknown	503	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.518e-02	9.142e+02	unknown:LP-MW-I:Curie_504	LP-MW-I	g	unknown	504	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.429e-02	9.152e+02	unknown:LP-MW-I:Curie_505	LP-MW-I	g	unknown	505	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.371e-02	9.162e+02	unknown:LP-MW-I:Curie_506	LP-MW-I	g	unknown	506	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.319e-02	9.172e+02	unknown:LP-MW-I:Curie_507	LP-MW-I	g	unknown	507	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.245e-02	9.182e+02	unknown:LP-MW-I:Curie_508	LP-MW-I	g	unknown	508	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.144e-02	9.192e+02	unknown:LP-MW-I:Curie_509	LP-MW-I	g	unknown	509	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.038e-02	9.202e+02	unknown:LP-MW-I:Curie_510	LP-MW-I	g	unknown	510	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.956e-02	9.212e+02	unknown:LP-MW-I:Curie_511	LP-MW-I	g	unknown	511	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.926e-02	9.222e+02	unknown:LP-MW-I:Curie_512	LP-MW-I	g	unknown	512	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.974e-02	9.232e+02	unknown:LP-MW-I:Curie_513	LP-MW-I	g	unknown	513	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.098e-02	9.242e+02	unknown:LP-MW-I:Curie_514	LP-MW-I	g	unknown	514	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.225e-02	9.252e+02	unknown:LP-MW-I:Curie_515	LP-MW-I	g	unknown	515	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.272e-02	9.262e+02	unknown:LP-MW-I:Curie_516	LP-MW-I	g	unknown	516	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.157e-02	9.272e+02	unknown:LP-MW-I:Curie_517	LP-MW-I	g	unknown	517	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.798e-02	9.282e+02	unknown:LP-MW-I:Curie_518	LP-MW-I	g	unknown	518	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	4.183e-02	9.292e+02	unknown:LP-MW-I:Curie_519	LP-MW-I	g	unknown	519	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.459e-02	9.302e+02	unknown:LP-MW-I:Curie_520	LP-MW-I	g	unknown	520	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.792e-02	9.312e+02	unknown:LP-MW-I:Curie_521	LP-MW-I	g	unknown	521	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.349e-02	9.322e+02	unknown:LP-MW-I:Curie_522	LP-MW-I	g	unknown	522	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.259e-02	9.332e+02	unknown:LP-MW-I:Curie_523	LP-MW-I	g	unknown	523	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.449e-02	9.342e+02	unknown:LP-MW-I:Curie_524	LP-MW-I	g	unknown	524	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.775e-02	9.352e+02	unknown:LP-MW-I:Curie_525	LP-MW-I	g	unknown	525	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.095e-02	9.362e+02	unknown:LP-MW-I:Curie_526	LP-MW-I	g	unknown	526	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.267e-02	9.372e+02	unknown:LP-MW-I:Curie_527	LP-MW-I	g	unknown	527	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.147e-02	9.382e+02	unknown:LP-MW-I:Curie_528	LP-MW-I	g	unknown	528	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.683e-02	9.392e+02	unknown:LP-MW-I:Curie_529	LP-MW-I	g	unknown	529	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.018e-02	9.402e+02	unknown:LP-MW-I:Curie_530	LP-MW-I	g	unknown	530	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.323e-02	9.412e+02	unknown:LP-MW-I:Curie_531	LP-MW-I	g	unknown	531	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.690e-03	9.422e+02	unknown:LP-MW-I:Curie_532	LP-MW-I	g	unknown	532	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.260e-03	9.432e+02	unknown:LP-MW-I:Curie_533	LP-MW-I	g	unknown	533	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.680e-03	9.442e+02	unknown:LP-MW-I:Curie_534	LP-MW-I	g	unknown	534	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.056e-02	9.452e+02	unknown:LP-MW-I:Curie_535	LP-MW-I	g	unknown	535	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.520e-02	9.462e+02	unknown:LP-MW-I:Curie_536	LP-MW-I	g	unknown	536	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.891e-02	9.472e+02	unknown:LP-MW-I:Curie_537	LP-MW-I	g	unknown	537	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.008e-02	9.482e+02	unknown:LP-MW-I:Curie_538	LP-MW-I	g	unknown	538	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.842e-02	9.492e+02	unknown:LP-MW-I:Curie_539	LP-MW-I	g	unknown	539	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.502e-02	9.502e+02	unknown:LP-MW-I:Curie_540	LP-MW-I	g	unknown	540	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.100e-02	9.512e+02	unknown:LP-MW-I:Curie_541	LP-MW-I	g	unknown	541	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.510e-03	9.522e+02	unknown:LP-MW-I:Curie_542	LP-MW-I	g	unknown	542	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.680e-03	9.532e+02	unknown:LP-MW-I:Curie_543	LP-MW-I	g	unknown	543	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	6.380e-03	9.542e+02	unknown:LP-MW-I:Curie_544	LP-MW-I	g	unknown	544	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	8.990e-03	9.552e+02	unknown:LP-MW-I:Curie_545	LP-MW-I	g	unknown	545	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.241e-02	9.562e+02	unknown:LP-MW-I:Curie_546	LP-MW-I	g	unknown	546	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.552e-02	9.572e+02	unknown:LP-MW-I:Curie_547	LP-MW-I	g	unknown	547	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.727e-02	9.582e+02	unknown:LP-MW-I:Curie_548	LP-MW-I	g	unknown	548	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.740e-02	9.592e+02	unknown:LP-MW-I:Curie_549	LP-MW-I	g	unknown	549	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.631e-02	9.602e+02	unknown:LP-MW-I:Curie_550	LP-MW-I	g	unknown	550	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.437e-02	9.612e+02	unknown:LP-MW-I:Curie_551	LP-MW-I	g	unknown	551	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.199e-02	9.622e+02	unknown:LP-MW-I:Curie_552	LP-MW-I	g	unknown	552	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	9.550e-03	9.632e+02	unknown:LP-MW-I:Curie_553	LP-MW-I	g	unknown	553	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.300e-03	9.642e+02	unknown:LP-MW-I:Curie_554	LP-MW-I	g	unknown	554	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.300e-03	9.652e+02	unknown:LP-MW-I:Curie_555	LP-MW-I	g	unknown	555	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	3.590e-03	9.662e+02	unknown:LP-MW-I:Curie_556	LP-MW-I	g	unknown	556	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	2.230e-03	9.672e+02	unknown:LP-MW-I:Curie_557	LP-MW-I	g	unknown	557	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	1.260e-03	9.682e+02	unknown:LP-MW-I:Curie_558	LP-MW-I	g	unknown	558	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	7.000e-04	9.692e+02	unknown:LP-MW-I:Curie_559	LP-MW-I	g	unknown	559	unknow	pmagpy-4.1.5	unknown	0.5
	This study	unknown:LP-MW-I:Curie		unknown	5.300e-04	9.702e+02	unknown:LP-MW-I:Curie_560	LP-MW-I	g	unknown	560	unknow	pmagpy-4.1.5	unknown	0.5
